Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
2348,State Providence College,3.2,Masters,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2349,State Providence College,3.2,Masters,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2350,State Providence College,3.2,Masters,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2351,State Providence College,3.2,Masters,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2352,State Providence College,3.2,Masters,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2353,State Providence College,3.2,Phd,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2354,State Providence College,3.2,Phd,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2355,State Providence College,3.2,Phd,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2356,State Providence College,3.2,Phd,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2357,State Providence College,3.2,Phd,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2358,State Providence College,3.2,Phd,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2359,State Providence College,3.2,Phd,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2360,State Providence College,3.2,Phd,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2361,State Providence College,3.2,Bachelors,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2362,State Providence College,3.2,Bachelors,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2363,State Providence College,3.2,Bachelors,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2364,State Providence College,3.2,Bachelors,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2365,State Providence College,3.2,Bachelors,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2366,State Providence College,3.2,Bachelors,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2367,State Providence College,3.2,Bachelors,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2368,State Providence College,3.2,Bachelors,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2369,State Providence College,3.2,Masters,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2370,State Providence College,3.2,Masters,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2371,State Providence College,3.2,Masters,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2372,State Providence College,3.2,Masters,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2373,State Providence College,3.2,Masters,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2374,State Providence College,3.2,Masters,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2375,State Providence College,3.2,Masters,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2376,State Providence College,3.2,Masters,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2377,State Providence College,3.2,Phd,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2378,State Providence College,3.2,Phd,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2379,State Providence College,3.2,Phd,Providence,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2380,State Providence College,3.2,Phd,Providence,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2381,State Providence College,3.2,Phd,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2382,State Providence College,3.2,Phd,Providence,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2383,State Providence College,3.2,Phd,Providence,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2384,State Providence College,3.2,Phd,Providence,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2385,State Providence College,3.2,Bachelors,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2386,State Providence College,3.2,Bachelors,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2387,State Providence College,3.2,Bachelors,Providence,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2388,State Providence College,3.2,Bachelors,Providence,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2389,State Providence College,3.2,Bachelors,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2390,State Providence College,3.2,Bachelors,Providence,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2391,State Providence College,3.2,Bachelors,Providence,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2392,State Providence College,3.2,Bachelors,Providence,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2393,State Providence College,3.2,Masters,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2394,State Providence College,3.2,Masters,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2395,State Providence College,3.2,Masters,Providence,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2396,State Providence College,3.2,Masters,Providence,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2397,State Providence College,3.2,Masters,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2398,State Providence College,3.2,Masters,Providence,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2399,State Providence College,3.2,Masters,Providence,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2400,State Providence College,3.2,Masters,Providence,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2401,Providence State University,3.2,Phd,Miami,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2402,Providence State University,3.2,Phd,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2403,Providence State University,3.2,Phd,Miami,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2404,Providence State University,3.2,Phd,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2405,Providence State University,3.2,Phd,Miami,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2406,Providence State University,3.2,Phd,Miami,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2407,Providence State University,3.2,Phd,Miami,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2408,Providence State University,3.2,Phd,Miami,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2409,Providence State University,3.2,Bachelors,Miami,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2410,Providence State University,3.2,Bachelors,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2411,Providence State University,3.2,Bachelors,Miami,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2412,Providence State University,3.2,Bachelors,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2413,Providence State University,3.2,Bachelors,Miami,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2414,Providence State University,3.2,Bachelors,Miami,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2415,Providence State University,3.2,Bachelors,Miami,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2416,Providence State University,3.2,Bachelors,Miami,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2417,Providence State University,3.2,Masters,Miami,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2418,Providence State University,3.2,Masters,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2419,Providence State University,3.2,Masters,Miami,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2420,Providence State University,3.2,Masters,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2421,Providence State University,3.2,Masters,Miami,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2422,Providence State University,3.2,Masters,Miami,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2423,Providence State University,3.2,Masters,Miami,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2424,Providence State University,3.2,Masters,Miami,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2425,Providence State University,3.2,Phd,Chicago,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2426,Providence State University,3.2,Phd,Chicago,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2427,Providence State University,3.2,Phd,Chicago,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2428,Providence State University,3.2,Phd,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2429,Providence State University,3.2,Phd,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2430,Providence State University,3.2,Phd,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2431,Providence State University,3.2,Phd,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2432,Providence State University,3.2,Phd,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2433,Providence State University,3.2,Bachelors,Chicago,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2434,Providence State University,3.2,Bachelors,Chicago,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2435,Providence State University,3.2,Bachelors,Chicago,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2436,Providence State University,3.2,Bachelors,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2437,Providence State University,3.2,Bachelors,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2438,Providence State University,3.2,Bachelors,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2439,Providence State University,3.2,Bachelors,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2440,Providence State University,3.2,Bachelors,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2441,Providence State University,3.2,Masters,Chicago,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2442,Providence State University,3.2,Masters,Chicago,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2443,Providence State University,3.2,Masters,Chicago,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2444,Providence State University,3.2,Masters,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2445,Providence State University,3.2,Masters,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2446,Providence State University,3.2,Masters,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2447,Providence State University,3.2,Masters,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2448,Providence State University,3.2,Masters,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2449,Providence State University,3.2,Phd,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2450,Providence State University,3.2,Phd,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2451,Providence State University,3.2,Phd,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2452,Providence State University,3.2,Phd,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2453,Providence State University,3.2,Phd,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2454,Providence State University,3.2,Phd,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2455,Providence State University,3.2,Phd,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2456,Providence State University,3.2,Phd,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2457,Providence State University,3.2,Bachelors,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2458,Providence State University,3.2,Bachelors,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2459,Providence State University,3.2,Bachelors,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2460,Providence State University,3.2,Bachelors,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2461,Providence State University,3.2,Bachelors,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2462,Providence State University,3.2,Bachelors,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2463,Providence State University,3.2,Bachelors,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2464,Providence State University,3.2,Bachelors,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2465,Providence State University,3.2,Masters,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2466,Providence State University,3.2,Masters,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2467,Providence State University,3.2,Masters,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2468,Providence State University,3.2,Masters,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2469,Providence State University,3.2,Masters,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2470,Providence State University,3.2,Masters,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2471,Providence State University,3.2,Masters,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2472,Providence State University,3.2,Masters,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2473,Providence State University,3.2,Phd,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2474,Providence State University,3.2,Phd,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2475,Providence State University,3.2,Phd,Providence,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2476,Providence State University,3.2,Phd,Providence,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2477,Providence State University,3.2,Phd,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2478,Providence State University,3.2,Phd,Providence,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2479,Providence State University,3.2,Phd,Providence,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2480,Providence State University,3.2,Phd,Providence,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2481,Providence State University,3.2,Bachelors,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2482,Providence State University,3.2,Bachelors,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2483,Providence State University,3.2,Bachelors,Providence,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2484,Providence State University,3.2,Bachelors,Providence,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2485,Providence State University,3.2,Bachelors,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2486,Providence State University,3.2,Bachelors,Providence,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2487,Providence State University,3.2,Bachelors,Providence,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2488,Providence State University,3.2,Bachelors,Providence,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2489,Providence State University,3.2,Masters,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2490,Providence State University,3.2,Masters,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2491,Providence State University,3.2,Masters,Providence,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2492,Providence State University,3.2,Masters,Providence,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2493,Providence State University,3.2,Masters,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2494,Providence State University,3.2,Masters,Providence,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2495,Providence State University,3.2,Masters,Providence,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2496,Providence State University,3.2,Masters,Providence,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2497,Providence School,3.2,Phd,Miami,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2498,Providence School,3.2,Phd,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2499,Providence School,3.2,Phd,Miami,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2500,Providence School,3.2,Phd,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501,Providence School,3.2,Phd,Miami,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502,Providence School,3.2,Phd,Miami,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2503,Providence School,3.2,Phd,Miami,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2504,Providence School,3.2,Phd,Miami,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2505,Providence School,3.2,Bachelors,Miami,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2506,Providence School,3.2,Bachelors,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2507,Providence School,3.2,Bachelors,Miami,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2508,Providence School,3.2,Bachelors,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2509,Providence School,3.2,Bachelors,Miami,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2510,Providence School,3.2,Bachelors,Miami,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2511,Providence School,3.2,Bachelors,Miami,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2512,Providence School,3.2,Bachelors,Miami,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2513,Providence School,3.2,Masters,Miami,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2514,Providence School,3.2,Masters,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2515,Providence School,3.2,Masters,Miami,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2516,Providence School,3.2,Masters,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2517,Providence School,3.2,Masters,Miami,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2518,Providence School,3.2,Masters,Miami,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2519,Providence School,3.2,Masters,Miami,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2520,Providence School,3.2,Masters,Miami,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2521,Providence School,3.2,Phd,Chicago,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2522,Providence School,3.2,Phd,Chicago,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2523,Providence School,3.2,Phd,Chicago,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2524,Providence School,3.2,Phd,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2525,Providence School,3.2,Phd,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2526,Providence School,3.2,Phd,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2527,Providence School,3.2,Phd,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2528,Providence School,3.2,Phd,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2529,Providence School,3.2,Bachelors,Chicago,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2530,Providence School,3.2,Bachelors,Chicago,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2531,Providence School,3.2,Bachelors,Chicago,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2532,Providence School,3.2,Bachelors,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2533,Providence School,3.2,Bachelors,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2534,Providence School,3.2,Bachelors,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2535,Providence School,3.2,Bachelors,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2536,Providence School,3.2,Bachelors,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2537,Providence School,3.2,Masters,Chicago,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2538,Providence School,3.2,Masters,Chicago,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2539,Providence School,3.2,Masters,Chicago,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2540,Providence School,3.2,Masters,Chicago,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2541,Providence School,3.2,Masters,Chicago,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2542,Providence School,3.2,Masters,Chicago,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2543,Providence School,3.2,Masters,Chicago,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2544,Providence School,3.2,Masters,Chicago,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2545,Providence School,3.2,Phd,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2546,Providence School,3.2,Phd,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2547,Providence School,3.2,Phd,Boston,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2548,Providence School,3.2,Phd,Boston,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2549,Providence School,3.2,Phd,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2550,Providence School,3.2,Phd,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2551,Providence School,3.2,Phd,Boston,M,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2552,Providence School,3.2,Phd,Boston,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
